Participant_ID,Multilingualism,Language_immigration_background,age_arrival_US,MIGS,Course_pre,Term_pre,Year_pre,Year_write_pre,Major_pre,Languages_pre,Born_US_pre,Age_move_US_pre,1st_gen_pre,1st_gen_write_pre,financial_aid_pre,financial_aid_write_pre,ethnicity_pre,ethnicity_write_pre,confident_write_academic_paper_pre,confident_write_clearly_pre,good_grades_pre,generating_ideas_easy_pre,strategies_difficulties_pre,persistence_pre,task_on_time_pre,SE_pre,Used_AI_pre,Frequence_use_AI,Uses_of_AI,Uses_of_AI_write,Why_use_AI,Understand_limitations_pre,AI_Valuable_part_process_pre,AI_Plagiarism_pre,Drafts_pre,Focus_drafts_pre,Focus_drafts_write_pre,Feedback_feel_pre,Feedback_importance_pre,TA_feedback_clarity_helpful_pre,Peer_feedback_clarity_helpful_pre,Preferred_feedback_pre,Preferred_feedback_write_pre,Advantages_AI_pre,Disadvantages_AI_pre,Term_post,Time_post,Year_post,Year_write_post,Major_post,Course_post,Languages_post,Born_US_post,Age_move_US_post,Language_write_in_post,Language_write_in_other_post,1st_gen_post,1st_gen_write_post,financial_aid_post,financial_aid_write_post,ethnicity_post,ethnicity_write_post,confident_write_academic_paper_post,confident_write_clearly_post,good_grades_post,generating_ideas_easy_post,strategies_difficulties_post,persistence_post,task_on_time_post,SE_post,Drafts_post,Focus_drafts_post,Focus_drafts_write_post,Feedback_feel_post,Feedback_importance_post,TA_feedback_clarity_helpful_post,Peer_feedback_clarity_helpful_post,Uses_of_AI_course_post,Uses_of_AI_course_write_post,Why_use_AI_course_post,AI_helpful_open_ended_post,Continue_conversation_post,Continue_conversation_write_post,Frequency_AI_use_post,Understand_limitations_post,ChatGPT_feedback_useful_post,ChatGPT_feedback_accurate_post,ChatGPT_feedback_implement_post,ChatGPT_feedback_continue_post,AI_Valuable_part_process_post,AI_Plagiarism_post,peer_feedback_useful_post,peer_feedback_accurate_post,peer_feedback_implement_post,peer_feedback_continue_post,peer_Valuable_part_process_post,peer_Plagiarism_post,peer_motivate_revise_post,AI_motivate_revise_post,AI_and_peer_feedback_post,Preferred_feedback_post,Preferred_feedback_write_post,Advantages_AI_post,Disadvantages_AI_post
P_25_29,monolingual,monolingual,birth,other,CDM 1 Introduction to Film Studies,spring_25,4th year,,Data Science,English: advanced,Yes,,No,,Yes,,White/Caucasian,,-1,1,0,-1,1,1,1,0.29,Yes,3 = neither frequently nor infrequently,,,Ideas,2,2,2,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,2,2,"Generative AI feedback (ChatGPT, Claude, Bard, etc.)",,,,spring_25,post,4th year,,Data science,CDM 1 Intro. to Film Studies,English: advanced,Yes,,,,No,,Yes,,White/Caucasian,,-1,1,1,1,2,1,2,1,No,,,Less confident about my writing,2,2,-1,,,"To improve my writing, so as to make it more articulate, and to assess the strength of my arguments",,,,3 = neither frequently nor infrequently,1,,,,,2,2,,,,,,,,,,"Generative AI feedback (ChatGPT, Claude, Bard, etc.)",,They improve the clarity of the ideas in my writing. Typically my biggest issue is articulating my ideas,"If I ask AI to analyze my paper, it typically skips over any mistakes in my logic"
P_25_30,multilingual,multilingual_LOTE_HLFL,birth,other,CDM 1 Introduction to Film Studies,spring_25,2nd year,,Spanish/Education,English: Intermediate,Yes,,Yes,,Yes,,Hispanic/Latinx/Chicanx,,2,2,1,1,2,2,2,1.71,Yes,3 = neither frequently nor infrequently,,,I ask it to briefly explain the prompt in a few more details because I struggle with understanding certain topics.,1,1,-1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,2,2,Peer feedback,,They can check for grammatical errors and can help it flow more better. ,It can be very generic and could try and give you examples that could result in plagiarism. ,spring_25,post,2nd year,,Spanish w/ Education and Chicano studies minor,CDM 1 Intro. to Film Studies,"English: Advanced, Spanish: Advanced",Yes,,,,Yes,,Yes,,Hispanic/Latinx/Chicanx,,2,2,1,1,1,2,2,1.57,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,2,2,,,I typically have trouble understanding what the prompt is stating so i ask for help to explain it in simpler terms. ,,,,3 = neither frequently nor infrequently,2,,,,,1,1,,,,,,,,,,Both AI and peer feedback,,This helps me with using higher vocabulary and there are no emotional or sympathetic ties when asking AI for feedback. ,Sometimes you never know when their information might be incorrect which could cause something to go wrong. 
P_25_31,multilingual,multilingual_LOTE_HLFL,birth,other,CDM 1 Introduction to Film Studies,spring_25,1st year,,Political Science ,"English: Advanced, Spanish: Beginner",Yes,,No,,Prefer not to answer,,White/Caucasian,,2,2,2,2,2,2,2,2,Yes,3 = neither frequently nor infrequently,,,"I use A.I to help me brainstorm ideas, and better check for spelling and grammatical errors.",2,0,0,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,2,2,Both AI and peer feedback,,It is immediate and without bias.,It tows the line between temping a user to cheat.,spring_25,post,1st year,,Political Science,CDM 1 Intro. to Film Studies,English: Advanced,Yes,,,,No,,Yes,,White/Caucasian,,2,2,2,2,2,2,2,2,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,2,1,,,"If I am to include AI in my writing process, I use it to correct spelling and grammar and help me research sources to include in my paper. I omit AI from the writing process because I feel it is a poor writer that doesn't reflect my ideas.",,,,2 = infrequently,1,,,,,0,0,,,,,,,,,,Both AI and peer feedback,,"Simply put, it is quicker than a human and can comb information for slight minutiae that the human eye would miss: ie. grammar or spelling.","Having A.I replace the creative process is dangerous, and ridiculous. Mostly because it can't have original though and has a problem with being human — it isn't."
P_25_32,multilingual,multilingual_LOTE_HLFL,birth,other,CTS 40B 40B Media History II 1945-Present,spring_25,2nd year,,Cinema & Digital Media,"English - advanced, Spanish - beginner",Yes,,No,,No,,White/Caucasian,,2,1,2,0,1,1,0,1,Yes,2 = infrequently,,,"I have asked for feedback on specific segments of my writing, like an introduction, to bring my attention to areas of improvement ",0,0,0,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,0,0,Both AI and peer feedback,,The chatbots have access to a large range of information,The chatbots are not aware of the course material we've been versed in ,spring_25,post,2nd year,,"Cinema & Digital Media, Climate Science & Policy minor",STS/CTS 40B Media History 1945 - present,"English: Advanced, Spanish: Beginner",Yes,,,,No,,No,,White/Caucasian,,2,1,2,1,1,1,1,1.29,No,,,More confident about my writing,2,2,1,,,,,,,2 = infrequently,1,,,,,0,1,,,,,,,,,,Peer feedback,,,
P_25_34,multilingual,multilingual_LOTE_HLFL,birth,other,CDM 1 Introduction to Film Studies,spring_25,1st year,,Sociology,"English: advanced, Spanish: novice",Yes,,Yes,,Yes,,"Asian/Pacific Islander,Hispanic/Latinx/Chicanx,White/Caucasian",,2,2,2,2,2,2,2,2,Yes,2 = infrequently,,,Structure to help develop a better line of reasoning.,2,0,-1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,No impact on confidence,1,2,-1,Both AI and peer feedback,,Finding/making connections that you wouldn’t be aware of,Losing creativity/originality,spring_25,post,1st year,,Human development,CDM 1 Intro. to Film Studies,"English: advanced, Spanish: intermediate",Yes,,,,Yes,,No,,"Asian/Pacific Islander,Hispanic/Latinx/Chicanx,White/Caucasian",,1,2,2,1,2,2,2,1.71,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions",,More confident about my writing,2,2,2,,,"I use it to help me develop an outline or structure for my paper, and I will use it when editing to see what needs work.",,,,4 = frequently,2,,,,,2,-1,,,,,,,,,,Both AI and peer feedback,,Benefits: helps teach and edit/revise your paper,Disadvantage: miss out on that human interaction which creates art
P_25_35,monolingual,monolingual,birth,other,CDM 1 Introduction to Film Studies,spring_25,4th year,,Managerial Economics,English,Yes,,No,,No,,White/Caucasian,,2,2,1,1,1,1,0,1.14,Yes,3 = neither frequently nor infrequently,,,I use it to check grammar and I’ve used it to brainstorm main points. The latter being 2 quarters ago.,2,1,-1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,Less confident about my writing,2,2,1,Peer feedback,,"Conciseness, grammar, logical flow","Generic suggestions, that if taken will reduce the uniqueness of my work.",spring_25,post,4th year,,Managerial Economics,CDM 1 Intro. to Film Studies,English - native speaker,Yes,,,,No,,No,,"Hispanic/Latinx/Chicanx,White/Caucasian",,1,2,1,1,-1,-2,0,0.29,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions",,Less confident about my writing,2,2,1,,,"For economics, I use it to define concepts and equations. For writing I usually just use it to check for grammar, spelling, tense, and tonal errors.",,,,4 = frequently,1,,,,,2,-1,,,,,,,,,,Both AI and peer feedback,,"I think they are great for improving it formally, specifically brainstorming, use of evidence, and argumentation.",I think that sometimes the rewording diminishes my agency and style.
P_25_36,multilingual,multilingual_LOTE_HLFL,birth,other,CDM 1 Introduction to Film Studies,spring_25,1st year,,Undeclared,"English: advanced, Spanish: Intermediate",Yes,,No,,Yes,,Hispanic/Latinx/Chicanx,,1,1,1,1,1,1,1,1,Yes,2 = infrequently,,,I typically use it to find synonyms that fit the same grammatical flow for my writing. ,1,-2,1,No,,,Less confident about my writing,2,2,0,Peer feedback,,An advantage is that AI is basing its writing on all the information it's been trained on.,"The biggest disadvantage with AI is that it cant form any actual opinions, only regurgitate anything its been trained to say or do.",spring_25,post,1st year,,undeclared,CDM 1 Intro. to Film Studies,"English: advanced, Spanish: Advanced",Yes,,,,No,,Yes,,Hispanic/Latinx/Chicanx,,1,1,1,1,1,1,1,1,No,,,More confident about my writing,2,2,2,,,I used it for deed back on my CDM paper. ,,,,2 = infrequently,2,,,,,-2,2,,,,,,,,,,Peer feedback,,"Using Generative AI-powered chatbots for writing feedback offers several key benefits: 	1.	Immediate, On-Demand Support – You can get feedback anytime without waiting for a teacher or peer. 	2.	Focused, Specific Suggestions – Chatbots can highlight grammar, clarity, tone, and structure issues with precision. 	3.	Revision Practice – Instant suggestions encourage more frequent revision and improvement. 	4.	Confidence Building – Regular feedback can help writers feel more secure in their writing decisions. 	5.	Idea Expansion – AI can offer new angles or transitions to deepen content and improve flow.       chat gpt wrote that. it is generic and doesnt say much, which describes the general level of helpfulness it has.",ai hallucinates and glazes you
P_25_37,multilingual,gen_1_5,childhood,other,UWP 104A Business Writing,spring_25,3rd year,,Design/Computer Science,"Egnlish: advanced, Mandarin: advanced, Taishanese: advanced, Cantonese: intermediate",No,9,Other,"My older sister went first, not sure if I count as first generation",Yes,,Asian/Pacific Islander,,0,1,1,1,1,1,2,1,Yes,3 = neither frequently nor infrequently,,,"I generally write something out and copy/paste it into AI to ask them to strengthen my writing. Then, I would read theirs and inspect their structure, word choice, and grammar. I do this because I often feel that my writing is not professional or strong enough.",2,2,0,No,,,More confident about my writing,2,1,1,Both AI and peer feedback,,Generative AI feedback provides more professional writing style/structure than I have,It sometimes does not know what my purpose or context is.,spring_25,post,3rd year,,Design/computer science,UWP 104A Business Writing,"English (proficient), Mandarin (proficient), Cantonese (proficient), Spanish (beginner)",No,8 years old,,,Yes,,Yes,,Asian/Pacific Islander,,2,2,2,1,2,2,2,1.86,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,2,1,,,"Sometimes, I use AI to help me find resources such as research studies and articles relevant to my writing topic. I also use it to check my grammar. ",,,,3 = neither frequently nor infrequently,2,,,,,1,0,,,,,,,,,,Both AI and peer feedback,,A benefit is that it can provide more word choice for my writing. ,Sometimes I feel like it doesn't fully understand my expectations even after I put a lot of effort in communicating with it. 
P_25_38,multilingual,multilingual_LOTE_HLFL,birth,other,CDM 1 Introduction to Film Studies,spring_25,1st year,,Art Studio,"English: Advanced, Spanish: Intermediate ",Yes,,Yes,,Yes,,Hispanic/Latinx/Chicanx,,1,2,1,1,2,1,1,1.29,Yes,2 = infrequently,,,I would use it give me a basic summary on what I should be writing about and then I would use my own ideas to write my work,1,1,-2,Yes,"Editing for grammar and word choice,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,1,0,0,Both AI and peer feedback,,An example could be if I input the rubric and according to the rubric what would my work be graded as and why and maybe what I could fix about it.,If you use it the wrong way you could have it essentially do the work for you but you can use it appropriately like a class partner almost,spring_25,post,1st year,,Art Studio,CDM 1 Intro. to Film Studies,"English: Advanced, Spanish: Intermediate",Yes,,,,Yes,,Yes,,Hispanic/Latinx/Chicanx,,2,2,1,1,1,1,1,1.29,Yes,"Editing for grammar and word choice,Checking citations,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,1,1,,,sometimes to help me create a structure or help me flow ideas better toghether,,,,2 = infrequently,2,,,,,1,0,,,,,,,,,,Both AI and peer feedback,,it could point out thing maybe even the professor or peers don't catch,It makes things up sometimes so you don't know if its 100% accurate
P_25_39,monolingual,monolingual,birth,other,CDM 1 Introduction to Film Studies,spring_25,1st year,,Computer science and engineering,English,Yes,,No,,Yes,,Asian/Pacific Islander,,2,2,2,2,2,1,2,1.86,Yes,2 = infrequently,,,I have found that I prefer my own writing to AI’s. ,2,0,2,No,,,More confident about my writing,2,2,1,Peer feedback,,I have found that AI feedback isn’t always altogether helpful. ,"AI will try to rewrite parts of your writing for you, and will often make it worse. ",spring_25,post,1st year,,Computer Science and Engineering,CDM 1 Intro. to Film Studies,English: advanced,Yes,,,,No,,Yes,,Asian/Pacific Islander,,2,2,2,2,2,2,2,2,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,More confident about my writing,2,2,2,,,"I tend to stray away from AI writing (since in my experience, they tend to sound robotic and just bad) but sometimes I use AI to read over my writing and review it. ",,,,3 = neither frequently nor infrequently,2,,,,,1,1,,,,,,,,,,Peer feedback,,I think AI can help catch small mistakes and consistency errors in writing.,"If overused, AI can water down style in writing."
P_25_40,monolingual,monolingual,birth,other,CDM 1 Introduction to Film Studies,spring_25,1st year,,Music,English: advanced,Yes,,No,,Yes,,White/Caucasian,,1,1,1,0,1,1,1,0.86,Yes,4 = frequently,,,Structure reformation to check if I'm missing anything required in the paper.,2,2,0,Yes,"Editing for grammar and word choice,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",,No impact on confidence,2,2,0,"Generative AI feedback (ChatGPT, Claude, Bard, etc.)",,"Instant, live, and adapting feedback for specific problems regarding the paper.",AI may not understand certain requirements of the paper properly.,spring_25,post,1st year,,Music,CDM 1 Intro. to Film Studies,"English: advanced, Spanish: intermediate",Yes,,,,No,,Yes,,White/Caucasian,,1,1,1,0,1,1,1,0.86,No,,,More confident about my writing,2,2,1,,,"Help with formatting, citing, sourcing, etc. General help. ",,,,4 = frequently,2,,,,,0,0,,,,,,,,,,Both AI and peer feedback,,it can answer any question almost instantly,Can help students cut corners.
